MEMBER,,TYPE,TEXT,規格書
ARE014R,已下載,RPG,退票通知單維護作業   2012AR682 1010918 S00WCJ,Y
ARE014RN,已下載,RPG,退票通知單維護作業              861024,Y
ARE015R,已下載,RPG,兌現後退票處理作業  1081225 S00WCJ,Y
ARE015RBU,已下載,RPG, 兌現後退票處理作業  2010AR517  無 OBJ 不修改,Y
ARE016R,已下載,RPG,票據資料挑選設定,Y
ARE017R,已下載,RPG,票據退回維護作業－暫收其他  2012AR682 1010918,Y
ARE021R,已下載,RPG,發票號碼維護作業 ( 一月一軌版 )  2018AR00039,Y
ARE021R_B1,已下載,RPG,發票號碼維護作業 ( 兩月一軌版 ) 台中為一月一軌,Y
ARE022R,已下載,RPG,銀行帳號維護作業  2014AR816 1030328 S00WCJ,Y
ARE023R,已下載,RPG,往來銀行維護作業,Y
ARE024R,已下載,RPG,資金代號維護作業,Y
ARE025R,已下載,RPG,發票繳款金額轉出作業（一筆轉出對多筆轉入 23AR0046,Y
ARE026R,已下載,RPG,業務員基本資料輸入與查詢  2010AR517 990823 S00WCJ,Y
ARE026RS,已下載,RPG,業務員基本資料轉送廠區作業－畫面,Y
ARE027R,已下載,RPG,預收貨款輸入與查詢                         no use,Y
ARE028R,已下載,RPG,收款金額分類與查詢  2010AR517  990823 S00WCJ,Y
ARE029R,已下載,RPG,訂單管制檔維護作業                         no use,Y
ARE030R,已下載,RPG,人工發票開立作業  年月改六碼   2010AR517 990823,Y
ARE031R,已下載,RPG,解除發票列印作業  1080509 S00WCJ,Y
ARE032R,已下載,RPG,人工發票開立銷貨沖銷維護作業   2010AR517  990823,Y
ARE033R,已下載,RPG,應收例外處理登錄程式（異動、相關、回值） AR517,Y
ARE034R,已下載,RPG,折讓退回維護異常版   2015AR953 1040918 S00WCJ,Y
ARE035R,已下載,RPG,發票維護作業（異常處理版） 2015AR953 1040918,Y
ARE036R,已下載,RPG,已確認折讓單更改確認日期作業   2015AR953 1040918,Y
ARE037R,已下載,RPG,新版營業繳款輸入程式  2010AR517  990824 S00WCJ,Y
ARE037RA,已下載,RPG,新版營業繳款輸入程式（依日期排序） 1131015 S00WCJ,Y
ARE037RB,已下載,RPG,新版營業繳款輸入程式（依客戶排序） 1131015 S00WCJ,Y
ARE037RC,已下載,RPG,新版營業繳款輸入程式（外銷專用） 960116 已不使用,Y
ARE037RN,已下載,RPG,新版營業繳款輸入程式（外銷專用） - 型鋼依磅單,Y
ARE037RS,已下載,RPG,新版營業繳款輸入程式（外銷專用） - 鋼筋依磅單,Y
ARE038R,已下載,RPG,新版營業繳款查詢程式 1130812 S00WCJ,Y
ARE039R,已下載,RPG,新版訂單管制維護作業  2023AR00049 1121117 S00WCJ,Y
ARE040R,已下載,RPG,發票指定開立作業  971216 扣物調款前 1120523,Y
ARE041R,已下載,RPG,發票銷貨查詢作業   2015AR953  1040918  S00WCJ,Y
ARE042R,已下載,RPG,已作廢發票還原作業   2018AR1162 1070615 S00WCJ,Y
ARE043R,已下載,RPG,客戶暫收款編修程式 ( 營業統計檔 ) 1020812 S00WCJ,Y
ARE044R,已下載,RPG,專案退稅明細輸入   2010AR517 990824 S00WCJ,Y
ARE044RA,已下載,RPG,專案退稅明細輸入   RUN ONCE,Y
ARE045R,已下載,RPG,預收貨款增減明細輸入  2010AR517 990824 S00WCJ,Y
ARE046R,已下載,RPG,承購客戶基本資料資料維護  2010AR517 990824 S00WCJ,Y
ARE047R,已下載,RPG,承購銀行基本資料登錄  2010AR517 990824 S00WCJ,Y
ARE048R,已下載,RPG,承購發票維護作業                           no use,Y
ARE049RA,已下載,RPG,新版承購客戶沖銷作業（依繳款日期排序） 2012AR682,Y
ARE049RB,已下載,RPG,新版承購客戶沖銷作業（依客戶編號排序） 2012AR682,Y
ARE049RF,已下載,RPG,新版承購客戶沖銷作業（修正程式）,Y
ARE050R,已下載,RPG,進倉履約折讓自動處理作業挑發票 1120906 S00WCJ,Y
ARE050RA,已下載,RPG,進倉履約折讓自動處理作業原程式 1120906 S00WCJ,Y
ARE050RB,已下載,RPG,進倉履約折讓自動處理 - 先前處理原程式 1050406,Y
ARE050RC,已下載,RPG,進倉履約折讓自動處理 - 列印清單原程式 2021AR00016,Y
ARE050R1,已下載,RPG,進倉履約折讓自動處理 - 先前處理挑發票  1061212,Y
ARE050R2,已下載,RPG,進倉履約折讓自動處理作業 - 開立處理 2022AR00044,Y
ARE050R3,已下載,RPG,進倉履約折讓自動處理 - 列印清單挑發票 2021AR00016,Y
ARE051R,已下載,RPG,發票異常處理 ( 繳款資料移轉 )  2010AR517 990824,Y
ARE052R,已下載,RPG,應收帳款承購發票結案  2010AR517  990824 S00WCJ,Y
ARE053R,已下載,RPG,應收帳款承購人工票據兌現  2010AR517  990824,Y
ARE053RS,已下載,RPG,應收帳款承購人工票據兌現 -- 檢核,Y
ARE053R1,已下載,RPG,應收帳款承購人工票據兌現 -- 先前準備,Y
ARE054RA,已下載,RPG,營業退款輸入作業（依日期排序） 2024AR00020,Y
ARE054RB,已下載,RPG,營業退款輸入作業（依客戶排序） 2024AR00020,Y
ARE054RC,已下載,RPG,營業退款查詢作業（依日期排序）   FOR 查詢 AR682,Y
ARE054RD,已下載,RPG,營業退款查詢作業（依客戶排序）   FOR 查詢 AR682,Y
ARE055R,已下載,RPG,營業退款過入財會處理作業  1130527 S00WCJ,Y
ARE055RS,已下載,RPG,營業退款過入財會處理作業（畫面檢核） 2010AR569,Y
ARE056R,已下載,RPG,營業發票作廢申請作業  1081125 S00WCJ,Y
ARE056R1,已下載,RPG,營業發票作廢申請作業－出表  2012AR714 1011227,Y
ARE057R,已下載,RPG,新版發票作廢作業（可整批作廢） 1120112 S00WCJ,Y
ARE059R,已下載,RPG,折讓單發票整批轉出作業 1111128 S00WCJ,Y
ARE093R,已下載,RPG,應收帳款承購客戶請款單開立  2010AR517 990824,Y
ARE094RS,已下載,RPG,應收票據代開傳票後更正作業,Y
ARE094R1,已下載,RPG,應收票據代開傳票後更正作業 - 財會 2012AR682,Y
ARE094R2,已下載,RPG,應收票據代開傳票後更正作業 - 營業 2010AR517,Y
ARE095R,已下載,RPG,營業外銷報關資料維護   1121020 S00WCJ,Y
ARE096R,已下載,RPG,發票暫不開立維護作業  2010AR517 990824 S00WCJ,Y
ARE096RS,已下載,RPG,發票暫不開立維護作業（畫面）,Y
ARE097R,已下載,RPG,新桃工程領用成本分攤維護作業   僅桃園使用,Y
ARE098R,已下載,RPG,區間發票開立試算維護作業 1111221 S00WCJ,Y
ARE098R1,已下載,RPG,區間發票開立試算表 2022AR00056 1111212 S00WCJ,Y
ARE100R,已下載,RPG,獎勵金客戶設定維護作業  2012AR641 1010215,Y
ARE101R,已下載,RPG,獎勵金產品別設定維護作業  2015AR953 1040922,Y
ARE102R,已下載,RPG,獎勵金單價設定維護作業  2012AR641 1010215,Y
ARE103R,已下載,RPG,獎勵金價格補助鋼種設定維護作業 2012AR641 1010216,Y
ARE105R,已下載,RPG,年度電子發票號碼維護作業 2024AR00039 1131107,Y
ARE105R1,已下載,RPG,發票號碼使用檢核副程式  2017AR1112 1070320 S00WCJ,Y
ARE107R,已下載,RPG,電子押匯確認上傳作業 2024AR00011 1130320 S00WCJ,Y
ARE107RA,已下載,RPG,電子押匯還原確認作業 2024AR00011 1130319 S00WCJ,Y
ARE107R1,已下載,RPG,電子押匯確認上傳處理及報表產生 2024AR00011,Y
ARE111R,已下載,RPG,更換請款單業務員作業 1121026 S00WCJ,Y
ARE111RS,已下載,RPG,更換請款單業務員作業（畫面） 1121026 S00WCJ,Y
ARE200R,已下載,RPG,應收帳款承購 - 銀行基本資料維護  2010AR517 990824,Y
ARI044R,已下載,RPG,以發票號碼查單據號碼,Y
ARI048R,已下載,RPG,承購發票訂單別查詢作業,Y
ARI049R,已下載,RPG,客戶訂單暫收款查詢  ( 財會 ),Y
ARI049R1,已下載,RPG,客戶訂單暫收款查詢  ( 財會 ) - 先前處理,Y
ARI049R2,已下載,RPG,客戶訂單暫收款查詢  ( 財會 ) - 出表,Y
ARI050R,已下載,RPG,應收帳款承購狀況查詢   2010AR517 990824 S00WCJ,Y
ARP001R,已下載,RPG,磅單過至應收帳款系統（鋼筋）,Y
ARP001RA,已下載,RPG,磅單過至應收帳款系統（鋼筋）林口改８碼 1110908,Y
ARP001RB,已下載,RPG,磅單過至應收帳款系統（Ｈ型鋼） 1081114 S00WCJ,Y
ARP001RH,已下載,RPG,磅單過至應收帳款系統（Ｈ型鋼）,Y
ARP001RS,已下載,RPG,磅單過至應收帳款,Y
ARP002R,已下載,RPG,發票開立作業（預收兌現扣抵一月一軌 )  統一 AR953,Y
ARP002RA,已下載,RPG,發票開立作業 TRNDTL --> TRNDTLW 2015AR953 1040923,Y
ARP002RS,已下載,RPG,統一發票開立作業（畫面） 2010AR517 990825 S00WCJ,Y
ARP002RV,已下載,RPG,發票可用票軌剩餘十分之一之檢測   年月六碼  AR517,Y
ARP002RX,已下載,RPG,發票開立作業（預收兌現扣抵） ( 一月一軌 ) 特殊,Y
ARP003R,已下載,RPG,將發票檔轉至帳款統計檔,Y
ARP003R1,已下載,RPG,將發票檔轉至帳款統計檔,Y
ARP003R2,已下載,RPG,將發票檔轉至帳款統計檔,Y
ARP004R,已下載,RPG,外銷發票開立作業 - 新版  2015AR953 1040923 S00WCJ,Y
ARP004RA,已下載,RPG,外銷發票開立作業 - 新版,Y
ARP004RS,已下載,RPG,統一發票開立作業（畫面）        新版 2010AR517,Y
ARP005R,已下載,RPG,發票開立作業（三角貿易）  2015AR953 1040923,Y
ARP005RS,已下載,RPG,統一發票開立作業（三角貿易畫面） 2010AR517 990825,Y
ARP011R,已下載,RPG,銷貨收入代開傳票 2018AR1159 1070502 S00WCJ,Y
ARP011RA,已下載,RPG,銷貨收入代開傳票  2010AR517  990825 COMPILE 不過,Y
ARP011RB,已下載,RPG,銷貨收入代開傳票（三角） 2010AR517 COMPILE 不過,Y
ARP011RH,已下載,RPG,銷貨收入代開傳票  高雄型鋼  停用,Y
ARP011RS,已下載,RPG,銷貨收入代開傳票（畫面） 2010AR517 990825,Y
ARP012R,已下載,RPG,調整單代開傳票 2024AR00025 1130802 S00WCJ,Y
ARP012RA,已下載,RPG,調整單代開傳票（先前處理） 2024AR00021 1130614,Y
ARP012RS,已下載,RPG,調整單代開傳票（畫面）  2010AR517  990825 S00WCJ,Y
ARP013R,已下載,RPG,銷貨折讓代開  2018AR1159 1070502 S00WCJ        ok,Y
ARP013RC,已下載,RPG,銷貨折讓傳票代開先期處理  1130401 S00WCJ,Y
ARP013RS,已下載,RPG,銷貨折讓傳票代開（畫面）,Y
ARP014R,已下載,RPG,預收貨款傳票代開   2012AR682 1010920 S00WCJ,Y
ARP014RC,已下載,RPG,預收貨款傳票代開先期處理  1120601 S00WCJ,Y
ARP014RS,已下載,RPG,預收貨款傳票代開（畫面） 2010AR517 990826 S00WCJ,Y
ARP015R,已下載,RPG,銷項稅額傳票代開  2012AR682 1010920 S00WCJ,Y
ARP015RC,已下載,RPG,銷項稅額傳票代開先期處理  1110831 S00WCJ,Y
ARP015RS,已下載,RPG,銷項稅額傳票代開（畫面）  2010AR517 990826 S00WCJ,Y
ARP016R,已下載,RPG,票據兌現收入傳票代開  1081225 S00WCJ,Y
ARP016RH,已下載,RPG,票據兌現收入傳票代開                           ok,Y
ARP016RK,已下載,RPG,票據兌現收入傳票代開 ( 新版）                  ok,Y
ARP016RS,已下載,RPG,票據兌現收入傳票代開（畫面） 2010AR517 990826,Y
ARP016RSK,已下載,RPG,票據兌現收入傳票代開（畫面）                   ok,Y
ARP017R,已下載,RPG,票據退回收入傳票代開  1081225 S00WCJ,Y
ARP017RS,已下載,RPG,票據退回收入傳票代開（畫面） 2010AR517  990826,Y
ARP017R1,已下載,RPG,票據退回收入傳票代開  1081225 S00WCJ,Y
ARP018R,已下載,RPG,營業繳款收入傳票代開  1130805 S00WCJ,Y
ARP018RC,已下載,RPG,營業繳款收入傳票代開先期處理,Y
ARP018RS,已下載,RPG,營業繳款收入傳票代開（畫面） 2010AR517 990826,Y
ARP019R,已下載,RPG,非營業繳款收入傳票代開  2018AR1155 1070517 S00WCJ,Y
ARP019RS,已下載,RPG,非營業繳款收入傳票代開（畫面）  2010AR517 990826,Y
ARP021RA,已下載,RPG,發票主檔－－－－ＡＣＤ處理 . 2010AR517 990826,Y
ARP021RB,已下載,RPG,發票主檔－－－－－－抓廠區 .  2010AR517 990826,Y
ARP021RC,已下載,RPG,發票主檔－－－－－－送廠區 .,Y
ARP021RE,已下載,RPG,刪除資料  -->invmstp,Y
ARP021RJ,已下載,RPG,發票主檔－－－－－－抓廠區  新版當日即時 AR517,Y
ARP022RA,已下載,RPG,發票明細檔－－－ＡＣＤ處理 .2018AR00042 1071222,Y
ARP022RB,已下載,RPG,發票明細檔－－－－－抓廠區 2018AR00042 1071222,Y
ARP022RC,已下載,RPG,發票明細檔－－－－－送廠區 .2018AR00042 1071222,Y
ARP022RD,已下載,RPG,發票明細檔－－送廠區 .(special for h) 2018AR00042,Y
ARP022RE,已下載,RPG,發票明細檔－－－－－送廠區 .(special for h),Y
ARP022RF,已下載,RPG,刪除資料  -->invdtlp,Y
ARP022RJ,已下載,RPG,發票明細檔－－－－－抓廠區  新版當日即時 AR00042,Y
ARP023RA,已下載,RPG,銷貨明細檔－－－ＡＣＤ處理 .,Y
ARP023RB,已下載,RPG,銷貨明細檔－－－－－抓廠區 . 2015AR953 1040923,Y
ARP023RC,已下載,RPG,銷貨明細檔－－－ＡＣＤ處理 .,Y
ARP023RD,已下載,RPG,銷貨明細檔－－－ＡＣＤ處理台北  2010AR517 990826,Y
ARP024RA,已下載,RPG,繳款明細檔－－－ＡＣＤ處理 2018AR1155 1070516,Y
ARP024RB,已下載,RPG,繳款明細檔－－－－－抓廠區 2018AR1155 1070516,Y
ARP024RC,已下載,RPG,繳款明細檔－－－ＡＣＤ處理 .,Y
ARP024RD,已下載,RPG,繳款明細檔－－－－－台北處理 . 2010AR517 990826,Y
ARP025RA,已下載,RPG,繳款沖銷檔－－－ＡＣＤ處理 2018AR1155 1070516,Y
ARP025RB,已下載,RPG,繳款沖銷檔－－－－－抓廠區 2018AR1155 1070516,Y
ARP025RC,已下載,RPG,繳款沖銷檔－－－ＡＣＤ處理 .,Y
ARP025RD,已下載,RPG,繳款沖銷檔－－－－－台北處理 . 2010AR517 990826,Y
ARP026RA,已下載,RPG,應收帳款統計檔－ＡＣＤ處理 . 2010AR517 990826,Y
ARP026RC,已下載,RPG,應收帳款統計檔－－－送廠區 .,Y
ARP027R,已下載,RPG,預收貨款－－－－－－抓廠區 .,Y
ARP027RA,已下載,RPG,預收貨款－寫至 work file,Y
ARP027RB,已下載,RPG,預收貨款－－－－－－抓廠區 .,Y
ARP028RA,已下載,RPG,發票轉出記錄檔－－－－ＡＣＤ處理 2018AR00042,Y
ARP028RB,已下載,RPG,發票轉出記錄檔－－－－－－送廠區 2018AR00042,Y
ARP028RC,已下載,RPG,發票轉出記錄檔－－－－－－抓廠區 2018AR00042,Y
ARP031R,已下載,RPG,客戶請領款提示檔（處理）,Y
ARP031RC,已下載,RPG,客戶請領款提示檔（處理）,Y
ARP031RO,已下載,RPG,客戶請領款提示檔（處理）,Y
ARP031RS,已下載,RPG,客戶請領款提示檔（畫面） 2010AR517  990826,Y
ARP031RW,已下載,RPG,客戶請領款提示檔（處理）,Y
ARP032R,已下載,RPG,銷項統一發票明細資料處理,Y
ARP033R,已下載,RPG,預收餘額檔更新作業  1130311 S00WCJ,Y
ARP033RA,已下載,RPG,預收餘額檔更新作業                   NO USE,Y
ARP033RC,已下載,RPG,預收餘額檔更新作業,Y
ARP033RD,已下載,RPG,預收餘額檔更新作業                   NO USE,Y
ARP033RX,已下載,RPG,預收餘額檔更新作業                   NO USE,Y
ARP034R,已下載,RPG,票據自動兌現處理  2010AR517  990826 S00WCJ,Y
ARP034R1,已下載,RPG,票據兌現處理作業－暫收款轉換  1021001 S00WCJ,Y
ARP035R,已下載,RPG,廠區繳款書單筆傳輸至臺北,Y
ARP035RS,已下載,RPG,廠區繳款書單筆傳輸,Y
ARP036R,已下載,RPG,發票列印分類處理,Y
ARP041R,已下載,RPG,營業繳款收入傳票代開  2010AR517  COMPILE 不過,Y
ARP041RC,已下載,RPG,營業繳款收入傳票代開先期處理,Y
ARP042R,已下載,RPG,收款金額分類傳輸作業,Y
ARP043R1,已下載,RPG,組立加工之勞務收入代開傳票  複製廠區發票明細,Y
ARP043R2,已下載,RPG,組立加工之勞務收入代開傳票代開列表 COMPILE 不過,Y
ARP044RS,已下載,RPG,統一發票開立作業（畫面）（重開上月）,Y
ARP045R,已下載,RPG,清除廠區已傳至台北的銷貨明細未傳旗標,Y
ARP046R,已下載,RPG,銷貨收入代開傳票還原  2011AR634 1001129 S00WCJ,Y
ARP046RS,已下載,RPG,銷貨收入代開傳票還原（畫面）  1021203 S00WCJ,Y
ARP047R,已下載,RPG,調整收入代開傳票還原 2011AR634 1001129 S00WCJ,Y
ARP047RS,已下載,RPG,調整收入代開傳票還原（畫面） 2020AR00058 1091208,Y
ARP048R,已下載,RPG,作廢已確認折讓單到廠區改發票資料   2010AR517,Y
ARP049RS,已下載,RPG,鋼筋地磅重與銷貨重差異（畫面） 2010AR517 990827,Y
ARP049R1,已下載,RPG,鋼筋地磅重與銷貨重差異（地磅）,Y
ARP049R2,已下載,RPG,鋼筋地磅重與銷貨重差異（出貨調整）         ?.....,Y
ARP049R3,已下載,RPG,鋼筋地磅重與銷貨重差異（折退）             ?.....,Y
ARP049R4,已下載,RPG,鋼筋地磅重與銷貨重差異（彙總）,Y
ARP049R5,已下載,RPG,鋼筋地磅重與銷貨重差異（報表）,Y
ARP050RS,已下載,RPG,型鋼地磅重與銷貨重差異（畫面） 2010AR517 990830,Y
ARP050R1,已下載,RPG,型鋼地磅重與銷貨重差異（地磅）,Y
ARP050R2,已下載,RPG,型鋼地磅重與銷貨重差異（出貨調整）,Y
ARP050R3,已下載,RPG,型鋼地磅重與銷貨重差異（折退）,Y
ARP050R4,已下載,RPG,型鋼地磅重與銷貨重差異（彙總）,Y
ARP050R5,已下載,RPG,型鋼地磅重與銷貨重差異（報表）,Y
ARP051RS,已下載,RPG,日期訂客戶磅單重量差異（畫面） 2010AR517 990830,Y
ARP051R1,已下載,RPG,日期訂客戶磅單重量差異（地磅）,Y
ARP051R2,已下載,RPG,日期訂客戶磅單重量差異（應收銷貨）         ?.....,Y
ARP051R3,已下載,RPG,日期訂客戶磅單重量差異（彙總）,Y
ARP051R4,已下載,RPG,日期訂客戶磅單重量差異（報表）,Y
ARP052RS,已下載,RPG,應收系統案案備份移出（畫面） 2010AR517 990830,Y
ARP052R1,已下載,RPG,應收系統檔案備份移出（銷貨明細） 2015AR953,Y
ARP052R2,已下載,RPG,應收系統檔案備份移出（發票主檔及明細檔）,Y
ARP052R3,已下載,RPG,應收系統檔案備份移出（結論檔已結案訂單）,Y
ARP052R4,已下載,RPG,應收系統檔案備份移出（客戶授信餘額每日統計檔）,Y
ARP053R,已下載,RPG,勞務收入代開傳票還原,Y
ARP053RS,已下載,RPG,勞務收入代開傳票還原（畫面）,Y
ARP054R,已下載,RPG,查核發票主檔與發票明細檔之金額差異  2015AR953,Y
ARP054R1,已下載,RPG,查核發票主檔與發票明細檔之金額差異 - 含錯誤處理,Y
ARP057RS,已下載,RPG,外銷統一發票開立作業（畫面）（重開上月） AR517,Y
ARP058R,已下載,RPG,營業繳款過入財會處理作業 2023AR00031 1120613,Y
ARP059RS,已下載,RPG,營業繳款過入財會還原作業 1131009 S00WCJ,Y
ARP061R,已下載,RPG,營業繳款收入代開傳票還原   2011AR634 1001129,Y
ARP061RS,已下載,RPG,營業繳款收入代開傳票還原（畫面） 2010AR517 990830,Y
ARP062R1,已下載,RPG,客戶寄放品代開傳票（記帳）刪除傳票,Y
ARP062R2,已下載,RPG,客戶寄放品代開傳票（記帳）代開列印 COMPILE 不過,Y
ARP063R1,已下載,RPG,客戶寄放品代開傳票（出貨）刪除傳票,Y
ARP063R2,已下載,RPG,客戶寄放品代開傳票（出貨）代開並列印,Y
ARP064R,已下載,RPG,客戶訂單管制資料異動 1110218 S00WCJ,Y
ARP064R1,已下載,RPG,客戶訂單管制資料異動（先期異動）,Y
ARP064R2,已下載,RPG,客戶訂單管制資料異動（先期異動） 1110218 S00WCJ,Y
ARP065RS,已下載,RPG,發票每日開立作業（畫面）  年月改 6 碼 2023AR00018,Y
ARP065R1,已下載,RPG,發票開立挑選資料  2022AR00008 1110216 S00WCJ,Y
ARP065R2,已下載,RPG,隨車發票開立作業  2022AR00008 1110218 S00WCJ,Y
ARP065R3,已下載,RPG,隨訂發票開立作業 2022AR00008 1110221 S00WCJ,Y
ARP065R4,已下載,RPG,調整發票開立作業  2015AR953 1040923 S00WCJ,Y
ARP065R5,已下載,RPG,銷貨明細中一正一負處理,Y
ARP066RS,已下載,RPG,發票每月開立作業（畫面）  年月改六碼 2023AR00018,Y
ARP067RS,已下載,RPG,發票區間開立作業（畫面）  年月改 6 碼 2023AR00018,Y
ARP068R1,已下載,RPG,銷貨帳款每日應收統計處理－繳款書未兌現比率 130812,Y
ARP068R2,已下載,RPG,銷貨帳款每日應收統計處理－發票兌現比及銷貨,Y
ARP068R3,已下載,RPG,銷貨帳款每日應收統計處理－銷貨明細兌現合計 AR864,Y
ARP069R,已下載,RPG,銷貨帳款每日應收統計結論傳－清除已結案,Y
ARP070RA,已下載,RPG,客戶暫收統計檔彙總上傳台北─廠區異動 2010AR434,Y
ARP070RB,已下載,RPG,客戶暫收統計檔彙總上傳台北－抓廠區 2010AR434,Y
ARP070RC,已下載,RPG,客戶暫收統計檔彙總上傳台北－沖銷處理 2010AR434,Y
ARP071R1,已下載,RPG,客戶暫收統計檔期初設定作業─合計暫收,Y
ARP071R2,已下載,RPG,客戶暫收統計檔期初設定作業─合計未兌現,Y
ARP071R3,已下載,RPG,客戶暫收統計檔期初設定作業─彙總,Y
ARP071R4,已下載,RPG,信管擴充檔現金買貨欄位清除,Y
ARP071R5,已下載,RPG,客戶暫收統計檔期初設定作業─授信,Y
ARP072R,已下載,RPG,發票與銷貨金額差異代開  1081226 S00WCJ,Y
ARP072RA,已下載,RPG,發票與銷貨金額差異代開 2015AR953 1040924 S00WCJ,Y
ARP072R1,已下載,RPG,發票與銷貨金額差異代開 ( 刪除已代開 ),Y
ARP072R2,已下載,RPG,發票與銷貨金額差異代開（先前處理） 1070103 S00WCJ,Y
ARP072R3,已下載,RPG,發票與銷貨金額差異代開（先前處理） - 外銷 1081226,Y
ARP073R,已下載,RPG,外銷訂單單價處理,Y
ARP073RS,已下載,RPG,外銷訂單單價先前處理,Y
ARP074R,已下載,RPG,折讓退回代開  1061102 S00WCJ,Y
ARP074R1,已下載,RPG,折讓退回代開 ( 先前處理）,Y
ARP075R,已下載,RPG,訂單已開立預收發票檢核程式,Y
ARP076R,已下載,RPG,電子商務介面檔 - 請款單 (ARLCDS  FOR  SQL),Y
ARP076RX,已下載,RPG,銷貨帳款兌現天數處理程式 ( 明細 ) 2012AR682,Y
ARP076RY,已下載,RPG,銷貨帳款兌現天數處理程式 ( 彙總 ),Y
ARP076R1,已下載,RPG,電子商務介面檔 - 請款單 (ARLCDS  FOR  SQL),Y
ARP076R2,已下載,RPG,電子商務介面檔 - 請款單 (ARLCDS  FOR  SQL),Y
ARP076R3,已下載,RPG,電子商務介面檔 - 請款單 (ARLCDS  FOR  SQL) AR517,Y
ARP076R4,已下載,RPG,電子商務介面檔 - 請款單 (ARLCDS  FOR  SQL) AR517,Y
ARP076R5,已下載,RPG,電子商務介面檔 - 請款單 (ARLCDS  FOR  SQL),Y
ARP076R6,已下載,RPG,電子商務介面檔 - 請款單 (ARLCDS  FOR  SQL),Y
ARP077R,已下載,RPG,電子商務介面檔 - 帳款明細 (ARFNDS FOR  SQL) AR832,Y
ARP077R1,已下載,RPG,電子商務介面檔 - 帳款明細 (ARFNDS FOR  SQL),Y
ARP078R,已下載,RPG,電子商務介面檔 - 預收貨款 (ARPRPY  FOR  SQL),Y
ARP079R1,已下載,RPG,現金流出入彙總預估 (TRNDTL -> ARP079F) 2010AR517,Y
ARP079R2,已下載,RPG,現金流出入彙總預估 (INVMST -> ARP079F) 2010AR517,Y
ARP079R3,已下載,RPG,現金流出入彙總預估 (ARP079F -> ACACHS) 2010AR517,Y
ARP080R,已下載,RPG,承購發票主檔傳輸作業   台北抓廠區,Y
ARP080RA,已下載,RPG,承購發票主檔傳輸作業   廠區及台北,Y
ARP082R,已下載,RPG,承購發票明細檔傳輸作業   台北抓廠區 2015AR953,Y
ARP082RA,已下載,RPG,承購發票明細檔傳輸作業   廠區及台北 2015AR953,Y
ARP083R,已下載,RPG,承購發票下載試算作業 -- 試算資料確認 2010AR517,Y
ARP083RS,已下載,RPG,承購發票下載試算作業 -- 檢核,Y
ARP083R1,已下載,RPG,承購發票下載試算作業 -- 先前準備,Y
ARP083R2,已下載,RPG,承購發票下載試算作業 -- 下載作業 2010AR517,Y
ARP084RA,已下載,RPG,承購發票預支試算作業 -- 試算資料寫入工作檔 AR517,Y
ARP084RB,已下載,RPG,承購發票預支試算作業 -- 試算資料確認 2010AR517,Y
ARP084RS,已下載,RPG,承購發票預支試算作業 -- 輸入 2010AR517 990831,Y
