MEMBER,,TYPE,TEXT,規格書
ARM999P,已下載,CLP,應收授信系統－維護人員畫面,Y
ARP001P,已下載,CLP,磅單過至應收帳款系統,Y
ARP001PB,已下載,CLP,磅單過至應收帳款系統（Ｈ型鋼） (for test),Y
ARP002P,已下載,CLP,發票開立作業,Y
ARP002PX,已下載,CLP,發票開立作業（特殊開立方式）,Y
ARP003P,已下載,CLP,將發票檔轉至帳款統計檔新系統（台北）,Y
ARP003P1,已下載,CLP,將發票檔轉至帳款統計檔新系統（台北）,Y
ARP003P2,已下載,CLP,將發票檔轉至帳款統計檔新系統（台北）,Y
ARP003P3,已下載,CLP,將發票檔轉至帳款統計檔新系統（台北）,Y
ARP004P,已下載,CLP,外銷發票開立作業 - 新版 ( 依 CI),Y
ARP004PA,已下載,CLP,外銷發票開立作業 - 舊版,Y
ARP005P,已下載,CLP,外銷發票開立作業（三角貿易）,Y
ARP011P,已下載,CLP,銷貨收入代開傳票  2012AR704 1011213 S00WCJ,Y
ARP011PH,已下載,CLP,銷貨收入代開傳票  高雄型鋼  停用,Y
ARP011PS,已下載,CLP,銷貨收入代開傳票  高雄鋼筋  停用,Y
ARP0119,已下載,CLP,票據退回代開傳票,Y
ARP012P,已下載,CLP,調整單代開傳票   2020AR00058 1091207 S00WCJ,Y
ARP013P,已下載,CLP,折讓代開傳票  CALL BY ARP074P   1080802 S00WCJ,Y
ARP014P,已下載,CLP,預收貨款傳票代開  1080802 S00WCJ,Y
ARP015P,已下載,CLP,銷項稅額傳票代開  1080802 S00WCJ,Y
ARP016P,已下載,CLP,票據兌現代開傳票   2012AR704 1011213 S00WCJ,Y
ARP016PK,已下載,CLP,票據兌現代開傳票,Y
ARP017P,已下載,CLP,票據退回代開傳票  2012AR704 101/12/13 S00WCJ,Y
ARP017P1,已下載,CLP,票據退回代開傳票   2012AR704 1011213 S00WCJ,Y
ARP018P,已下載,CLP,營業繳款代開傳票  2012AR704  1011213 S00WCJ,Y
ARP018PX,已下載,CLP,營業繳款代開傳票（三角貿易）,Y
ARP019P,已下載,CLP,非營業繳款代開傳票  2018AR1155 1070517 S00WCJ,Y
ARP020PA,已下載,CLP,應收／授信每日批次處理作業  2014AR796 1030122,Y
ARP020PH,已下載,CLP,上傳當日苗栗發票銷貨資料 2010AR476 990505 S00WCJ,Y
ARP020PI,已下載,CLP,上傳當日加工中心發票資料 2020AR00028 1110705,Y
ARP020PK,已下載,CLP,上傳當日高雄發票銷貨資料  2010AR476 990505 S00WCJ,Y
ARP020PN,已下載,CLP,上傳當日大業發票銷貨資料 1120412 S00WCJ,Y
ARP020PT,已下載,CLP,上傳當日八德發票銷貨資料  2010AR522 991119 S00WCJ,Y
ARP020PU,已下載,CLP,上傳當日桃園發票銷貨資料 2010AR476 990505 S00WCJ,Y
ARP021P,已下載,CLP,發票主檔傳輸作業 .......-> Taipei  卡 2024AR00038,Y
ARP021PA,已下載,CLP,發票主檔傳輸作業之各廠建立異動檔,Y
ARP021PCH,已下載,CLP,發票主檔傳輸作業之異動檔匯入主檔（苗栗）,Y
ARP021PCK,已下載,CLP,發票主檔傳輸作業之異動檔匯入主檔（高雄）,Y
ARP021PCT,已下載,CLP,發票主檔傳輸作業之異動檔匯入主檔（桃園）,Y
ARP021PH,已下載,CLP,發票主檔即時上傳 .......-> Taipei  抓  苗栗,Y
ARP021PI,已下載,CLP,發票主檔即時上傳 ......-> Taipei 抓  加工中心,Y
ARP021PK,已下載,CLP,發票主檔即時上傳 .......-> Taipei  抓  高雄,Y
ARP021PN,已下載,CLP,發票主檔即時上傳 ......-> Taipei 抓大業 23AR0006,Y
ARP021PT,已下載,CLP,發票主檔即時上傳 .......-> Taipei  抓  桃園,Y
ARP021PU,已下載,CLP,發票主檔即時上傳 ......-> Taipei  抓  新桃,Y
ARP022P,已下載,CLP,發票明細檔傳輸作業 .....-> Taipei  卡 2024AR00038,Y
ARP022PA,已下載,CLP,發票明細檔傳輸作之各廠建立異動檔,Y
ARP022PCK,已下載,CLP,發票明細檔傳輸作業之異動檔匯入主檔（高雄）,Y
ARP022PCT,已下載,CLP,發票明細檔傳輸作業之異動檔匯入主檔（桃園）,Y
ARP022PDH,已下載,CLP,發票明細檔傳輸作業之異動檔匯入主檔（苗栗）,Y
ARP022PH,已下載,CLP,發票明細檔即時上傳 .....-> Taipei  抓  苗栗,Y
ARP022PI,已下載,CLP,發票明細檔即時上傳 .....-> Taipei  抓  加工中心,Y
ARP022PK,已下載,CLP,發票明細檔即時上傳 .....-> Taipei  抓  高雄,Y
ARP022PN,已下載,CLP,發票明細檔即時上傳 ....-> Taipei 抓大業 23AR00006,Y
ARP022PT,已下載,CLP,發票明細檔即時上傳 .....-> Taipei  抓  桃園,Y
ARP022PU,已下載,CLP,發票明細檔即時上傳 .....-> Taipei  抓  新桃,Y
ARP023P,已下載,CLP,銷貨明細檔傳輸作業 ......-> Taipei 上 2024AR00038,Y
ARP023PA,已下載,CLP,銷貨明細檔傳輸作業之各廠建立異動檔,Y
ARP023PH,已下載,CLP,銷貨明細檔即時上傳 ......-> Taipei 抓  苗栗,Y
ARP023PK,已下載,CLP,銷貨明細檔即時上傳 ......-> Taipei 抓  高雄,Y
ARP023PN,已下載,CLP,銷貨明細檔即時上傳 .....-> Taipei 抓大業 23AR0006,Y
ARP023PT,已下載,CLP,銷貨明細檔即時上傳 ......-> Taipei 抓  桃園,Y
ARP023PU,已下載,CLP,銷貨明細檔即時上傳 ......-> Taipei 抓  新桃,Y
ARP024P,已下載,CLP,繳款明細檔傳輸作業 ......-> Taipei 上 2024AR00038,Y
ARP024PA,已下載,CLP,繳款明細檔處理作業 ......-> Area,Y
ARP024PTES,已下載,CLP,繳款明細檔傳輸作業 ......-> Taipei    上,Y
ARP025P,已下載,CLP,繳款沖銷檔傳輸作業 ......-> Taipei 上 2024AR00038,Y
ARP025PA,已下載,CLP,繳款沖銷檔處理作業 ......-> Area,Y
ARP026P,已下載,CLP,應收帳款統計檔傳輸作業 ..-> Taipei    下,Y
ARP026PA,已下載,CLP,繳款沖銷檔處理作業 ......-> Area,Y
ARP027P,已下載,CLP,預收貨款傳輸作業（單筆） 2024AR00038 1131029,Y
ARP027PA,已下載,CLP,預收貨款傳輸作業 .......-> Area,Y
ARP027PBU,已下載,CLP,預收貨款傳輸作業（單筆）,Y
ARP028P,已下載,CLP,發票轉出記錄傳輸作業 2024AR00038 1131029 S00WCJ,Y
ARP028PA,已下載,CLP,發票轉出記錄傳輸作業－各廠建立異動檔,Y
ARP028PB,已下載,CLP,發票轉出記錄傳輸作業－異動檔傳至各廠,Y
ARP031P,已下載,CLP,客戶請領款提示表,Y
ARP033P,已下載,CLP,預收餘額檔更新作業,Y
ARP034P,已下載,CLP,票據自動兌現處理   2012AR682 1010921 S00WCJ,Y
ARP034PV,已下載,CLP,票據未兌現報表查詢                         ?.....,Y
ARP035P,已下載,CLP,廠區繳款書單筆傳輸臺北,Y
ARP036P,已下載,CLP,發票列印分類處理（作廢）,Y
ARP041P,已下載,CLP,營業繳款代開傳票,Y
ARP042P,已下載,CLP,收款金額分類傳輸作業 2024AR00038 1131029 S00WCJ,Y
ARP043P,已下載,CLP,組立加工之勞務收入代開傳票,Y
ARP044P,已下載,CLP,發票開立作業（重開上月最後一日）,Y
ARP045P,已下載,CLP,銷貨明細檔清除廠區已傳旗標,Y
ARP046P,已下載,CLP,銷貨代開傳票還原   2012AR704 101/12/13 S00WCJ,Y
ARP046PH,已下載,CLP,銷貨代開傳票還原  高雄型鋼（停用）,Y
ARP046PS,已下載,CLP,銷貨代開傳票還原  高雄鋼筋（停用）,Y
ARP047P,已下載,CLP,調整代開傳票還原  2020AR00058 1091207 S00WCJ,Y
ARP048P,已下載,CLP,到發票開立廠區作廢已確認折讓單之發票明細 214AR810,Y
ARP049P,已下載,CLP,地磅重與銷貨重之差異分析表（鋼筋）,Y
ARP050P,已下載,CLP,地磅重與銷貨重之差異分析表（型鋼） 1041117 S00WCJ,Y
ARP051P,已下載,CLP,日期客戶別磅單差異分析表（地磅ＶＳ應收）,Y
ARP052P,已下載,CLP,應收系統主要檔案備份移出作業,Y
ARP053P,已下載,CLP,勞務收入代開傳票還原,Y
ARP054P,已下載,CLP,查核發票主檔與明細檔之金額是否相符,Y
ARP054PX,已下載,CLP,查核發票主檔與明細檔之金額是否相符 ( 重新合計 ),Y
ARP054P1,已下載,CLP,查核發票主檔與明細檔之金額是否相符 - 含錯誤處理,Y
ARP055P,已下載,CLP,查核發票主檔與明細檔傳輸之重複,Y
ARP056P,已下載,CLP,隨車發票開立作業字軌溢位警告程式,Y
ARP057P,已下載,CLP,外銷發票開立作業（重開上月最後一日） 2010AR517,Y
ARP058P,已下載,CLP,營業繳款過入財會處理作業  2024AR00012 1130325,Y
ARP059P,已下載,CLP,營業繳款過入財會還原作業,Y
ARP060P,已下載,CLP,移至廠區處理作業,Y
ARP061P,已下載,CLP,營業繳款代開傳票還原 1110211 S00WCJ,Y
ARP062P,已下載,CLP,客戶寄放品代開傳票（記帳）,Y
ARP063P,已下載,CLP,客戶寄放品代開傳票（出貨）,Y
ARP064P,已下載,CLP,訂單管制檔異動記錄即時下傳程式 2024AR00038,Y
ARP065P,已下載,CLP,發票每日開立作業 1131129 S00WCJ,Y
ARP065PA,已下載,CLP,對 TRNDTL 中一正一負處理   測試用,Y
ARP065PX,已下載,CLP,發票每日開立作業,Y
ARP066P,已下載,CLP,發票每月開立作業  1131129 S00WCJ,Y
ARP067P,已下載,CLP,發票區間開立作業 1131129 S00WCJ,Y
ARP068P,已下載,CLP,銷貨帳款每日應收統計作業  2015AR903 1040116,Y
ARP069P,已下載,CLP,銷貨帳款每日應收統計結論傳輸 2024AR00038 1131029,Y
ARP069PA,已下載,CLP,銷貨帳款每日應收統計結論處理－廠區,Y
ARP070P,已下載,CLP,客戶暫收統計檔彙總上傳台北 (AR2159F) 2024AR00038,Y
ARP070PA,已下載,CLP,客戶暫收統計檔彙總上傳台北─廠區異動,Y
ARP071P,已下載,CLP,客戶暫收統計檔作業期初資料建立作業,Y
ARP072P,已下載,CLP,銷貨收入每月差異代開傳票  2012AR704 1011213,Y
ARP073P,已下載,CLP,外銷訂單單價處理,Y
ARP074P,已下載,CLP,折讓代開傳票 ( 含銷折與銷退 ),Y
ARP074P1,已下載,CLP,折讓代開傳票 ( 含銷折與銷退 )  2012AR704 1011213,Y
ARP074P2,已下載,CLP,折讓代開傳票 ( 含銷折與銷退 ),Y
ARP075P,已下載,CLP,訂單已開立預收發票檢核程式 CALL BY HSE123*,Y
ARP076P,已下載,CLP,電子商務介面檔 - 請款單 (ARLCDS  FOR  SQL)1120412,Y
ARP076PX,已下載,CLP,銷貨帳款兌現天數處理程式 2012AR682 1010921 S00WCJ,Y
ARP076PY,已下載,CLP,銷貨帳款兌現天數處理程式  FOR ALL,Y
ARP077P,已下載,CLP,電子商務介面檔 - 帳款明細 (ARFNDS FOR SQL),Y
ARP078P,已下載,CLP,電子商務介面檔 - 預收貨款 (ARPRPY  FOR  SQL),Y
ARP079P,已下載,CLP,"現金流出入彙總預估  CALL BY ARR091P,ARR092P",Y
ARP080P,已下載,CLP,承購發票主檔傳輸作業   台北抓廠區 2024AR00038,Y
ARP080PA,已下載,CLP,承購發票主檔傳輸作業   廠區 ONLY,Y
ARP080PB,已下載,CLP,承購發票主檔傳輸作業   台北送廠區 2024AR00038,Y
ARP081P,已下載,CLP,應收帳款承購客戶基本資料傳輸作業 2024AR00038,Y
ARP082P,已下載,CLP,承購發票明細檔傳輸作業   台北抓廠區 2024AR00038,Y
ARP082PA,已下載,CLP,承購發票明細檔傳輸作業   廠區 ONLY,Y
ARP082PB,已下載,CLP,承購發票明細檔傳輸作業   台北送廠區  2024AR00038,Y
ARP083P,已下載,CLP,承購發票下載作業 -- 主程式,Y
ARP083P1,已下載,CLP,承購發票下載作業 -- 準備作業,Y
ARP083P2,已下載,CLP,承購發票下載作業 -- 下載作業,Y
ARP084P,已下載,CLP,承購發票預支試算作業,Y
ARP086P,已下載,CLP,承購發票沖銷檔傳輸作業   台北抓廠區    暫不使用,Y
ARP086PA,已下載,CLP,承購發票沖銷檔傳輸作業   廠區 ONLY,Y
ARP086PB,已下載,CLP,承購發票沖銷檔傳輸作業   台北送廠區 2014AR810,Y
ARP087P,已下載,CLP,承購發票沖銷下載作業,Y
ARP087PA,已下載,CLP,承購發票沖銷下載作業,Y
ARP088P,已下載,CLP,承購發票客戶及訂單別彙總作業 2024AR00038 1131029,Y
ARP090P,已下載,CLP,現金流入預估處理 ( 含人工調整 ),Y
ARP090P1,已下載,CLP,發票繳款紀錄處理 (ARINRV)       FROM INVMST,Y
ARP090P2,已下載,CLP,統計調整數       (ARP090F)     分產品類別,Y
ARP090P3,已下載,CLP,準備兌現明細     (ARP090F1),Y
ARP090P4,已下載,CLP,過入彙總檔       (ACACHI),Y
ARP091P,已下載,CLP,信用狀記錄寫至 (ARLCBL FOR SQL UPDATE ARFNDS),Y
ARP092P,已下載,CLP,作廢發票辦理專案退稅 -> 台北抓廠區 2024AR00038,Y
ARP092P1,已下載,CLP,作廢發票辦理專案退稅 -> 廠區傳台北,Y
ARP092P2,已下載,CLP,作廢發票辦理專案退稅 -> 清傳輸碼,Y
ARP093P,已下載,CLP,轉暫收手切傳票傳輸 2024AR00038 1131029 S00WCJ,Y
ARP094P,已下載,CLP,備援,Y
ARP095P,已下載,CLP,應收帳款承購發票自動結案 ( 人工票據兌現 ),Y
ARP095P1,已下載,CLP,應收帳款承購發票自動結案 ( 匯票 ),Y
ARP096P,已下載,CLP,反傾銷預警處理 - 主程式,Y
ARP096P1,已下載,CLP,反傾銷預警處理 - 內銷,Y
ARP096P2,已下載,CLP,反傾銷預警處理 - 外銷,Y
ARP097P,已下載,CLP,訂單國別對照檔處理,Y
ARP099P,已下載,CLP,磅單與運費對照檔傳輸作業 ...-> Taipei 2024AR0038,Y
ARP099PA,已下載,CLP,磅單與運費對照檔傳輸作業   廠區 ONLY,Y
ARP100P,已下載,CLP,補運費發票開立檢核──ｔｅｓｔ,Y
ARP101P,已下載,CLP,銷貨利息計算,Y
ARP101PBU,已下載,CLP,銷貨利息計算,Y
ARP102P,已下載,CLP,進倉履約折扣紀錄傳輸作業   台北抓廠區 2024AR00038,Y
ARP102PA,已下載,CLP,進倉履約折扣紀錄傳輸作業   廠區 ONLY,Y
ARP103P,已下載,CLP,折扣代開傳票  2012AR704 1011213 S00WCJ,Y
ARP104P,已下載,CLP,修正 TRNDTL 銷貨類 (SA04) 項次,Y
ARP105P,已下載,CLP,修正 INVDTL 稅額＝５，類別碼＜＞Ｚ的訂單編號,Y
ARP106P,已下載,CLP,折讓代開傳票還原處理,Y
ARP107P,已下載,CLP,抓取發票檔裡承購客戶的發票,Y
ARP108P,已下載,CLP,應收帳款承購 (e-factoring) 折讓金額確認處理 AR517,Y
ARP109P,已下載,CLP,電子商務 -- 出貨／發票資料下載處理  正式 1120412,Y
ARP110P,已下載,CLP,電子商務 -- 發票與銷貨資料重新下載處理,Y
ARP110P1,已下載,CLP,電子商務 -- 銷折／銷退資料重新下載處理 1030306,Y
ARP111P,已下載,CLP,客戶暫收統計檔彙總上傳台北 (AR2159D) 2024AR00038,Y
ARP111PA,已下載,CLP,客戶暫收統計檔彙總上傳台北─廠區異動,Y
ARP112P,已下載,CLP,營業退款檔傳輸作業 --> 上傳Ｐ  2014AR810 1030317,Y
ARP112PA,已下載,CLP,營業退款檔傳輸作業－廠區異動 --> 上傳Ｐ,Y
ARP112PF,已下載,CLP,營業退款檔製票資料傳輸作業 --> 送廠區 2014AR810,Y
ARP112PFA,已下載,CLP,營業退款檔製票資料傳輸作業 --> 送廠區,Y
ARP113P,已下載,CLP,發票作廢記錄主檔傳輸作業 2024AR00038 1131029,Y
ARP113PA,已下載,CLP,發票作廢記錄主檔傳輸作業－廠區異動,Y
ARP113P1,已下載,CLP,發票作廢記錄主檔傳輸作業－台北送廠區 2024AR00038,Y
ARP113P2,已下載,CLP,發票作廢記錄主檔傳輸作業－台北送廠區,Y
ARP114P,已下載,CLP,發票作廢記錄明細檔傳輸作業 2024AR00038 1131029,Y
ARP114PA,已下載,CLP,發票作廢記錄明細檔傳輸作業－廠區異動,Y
ARP114P1,已下載,CLP,發票作廢記錄明細檔傳輸作業－台北送廠區 24AR00038,Y
ARP114P2,已下載,CLP,發票作廢記錄明細檔傳輸作業－台北送廠區,Y
ARP115P,已下載,CLP,非營業繳款代開傳票還原  2012AR704  1011213 S00WCJ,Y
ARP116P,已下載,CLP,客戶應收應付互抵作業  2012AR704 1020318 S00WCJ,Y
ARP117P,已下載,CLP,新桃工程自用發票開立作業,Y
ARP118P,已下載,CLP,新桃工程自用發票申請作業,Y
ARP119P,已下載,CLP,票據退回代開傳票－暫收其它   2012AR704 1011213,Y
ARP120P,已下載,CLP,獎勵金製票代開處理報表 1020501 S00WCJ,Y
ARP121P,已下載,CLP,獎勵金製票代開  2012AR641 1010220 S00WCJ,Y
ARP122P,已下載,CLP,折扣折讓磅單明細分攤檔傳輸   台北抓廠區 24AR0038,Y
ARP122PA,已下載,CLP,折扣折讓磅單明細分攤檔傳輸  廠區 ONLY 2014AR796,Y
ARP125P,已下載,CLP,折讓單沖銷檔傳輸   台北抓廠區 2014AR845 1030718,Y
ARP125PA,已下載,CLP,折讓單沖銷檔傳輸  廠區 ONLY 2014AR845 1030718,Y
ARP126P,已下載,CLP,加工收入代開傳票   2018AR1144 1070321 S00WCJ,Y
ARP127P,已下載,CLP,加工代開傳票還原  2018AR1144 1070323 S00WCJ,Y
ARP130P,已下載,CLP,空白發票上送電子發票介面檔作業 1080510 S00WCJ,Y
ARP130P1,已下載,CLP,TSET 1070331 S00WCJ,Y
ARP131P,已下載,CLP,INEDIN 電子發票作廢介面檔傳輸作業   上 2024AR00038,Y
ARP131PA,已下載,CLP,INEDIN 電子發票作廢介面檔傳輸作業之各廠建立異動檔,Y
ARP132P,已下載,CLP,INEDTL 電子發票明細介面檔傳輸作業   上 2024AR00038,Y
ARP132PA,已下載,CLP,INEDTL 電子發票明細介面檔傳輸作業之各廠建立異動檔,Y
ARP133P,已下載,CLP,INEMST 電子發票主檔介面檔傳輸作業   上 2024AR00038,Y
ARP133PA,已下載,CLP,INEMST 電子發票主檔介面檔傳輸作業之各廠建立異動檔,Y
ARP134P,已下載,CLP,INETRN 電子發票折讓介面檔傳輸作業   上 2024AR00038,Y
ARP134PA,已下載,CLP,INETRN 電子發票折讓介面檔傳輸作業之各廠建立異動檔,Y
ARP135P,已下載,CLP,INENRB 電子發票分支機構配號傳輸作業 2024AR00038,Y
ARP135PA,已下載,CLP,INENRB 電子發票分支機構配號傳輸之各廠建立異動檔,Y
ARP136P,已下載,CLP,INENBU 電子發票空白字軌傳輸作業   上 2024AR00038,Y
ARP136PA,已下載,CLP,INENBU 電子發票空白字軌傳輸之各廠建立異動檔,Y
ARP137P,已下載,CLP,INEMST 電子發票主檔 - 台北傳廠區 2024AR00038,Y
ARP138P,已下載,CLP,INEDTL 電子發票明細檔 - 台北傳廠區  2024AR00038,Y
ARP139P,已下載,CLP,INEDIN 電子發票作廢檔 - 台北傳廠區 2024AR00030,Y
ARP140P,已下載,CLP,INETRN 電子發票折讓單檔 - 台北傳廠區 2024AR00038,Y
ARP142P,已下載,CLP,INENRB 電子發票分支機構配號檔 - 台北傳廠區 AR00038,Y
ARP143P,已下載,CLP,INENBU 電子發票空白字軌檔 - 台北傳廠區 2024AR00038,Y
ARP145P,已下載,CLP,INESEQ 年度電子發票記錄檔 - 台北傳廠區 2024AR00038,Y
ARP150P,已下載,CLP,資料傳輸作業 call ARP150P#  2019AR00025 S00WCJ,Y
ARP152P,已下載,CLP,指定調整單發票開立作業 1131129 S00WCJ,Y
ARP155P,已下載,CLP,型鋼外銷繳款金額統計 2024AR00033 1130930 S00WCJ,Y
ARP199P,已下載,CLP,Fuco Invoice Print - call PC  INTER,Y
ARP201P,已下載,CLP,資料傳輸作業 call ARP201P# 1070419 S00WCJ,Y
ARP202P,已下載,CLP,訂單管制介面傳輸 ARODCI->ARODCT 1131129 S00WCJ,Y
ARP203P,已下載,CLP,資料傳輸作業 call ARP203P# 2023AR00043 1120927,Y
ARP290P1,已下載,CLP,新版應收檔案上送清單轉送 USER FROM HSP930P1,Y
ARP291P1,已下載,CLP,新版應收檔案上送清單轉送 USER FROM HSP930P1,Y
ARP900P,已下載,CLP,客戶簡稱修正 ( 改為 4O),Y
ARP901P,已下載,CLP,客戶代號及簡稱修正,Y
ARP902P,已下載,CLP,銷貨明細折讓日、保留日及發票明細日期及保留日更改,Y
ARP903P,已下載,CLP,銷貨明細備份移出後項次更正,Y
ARP904P,已下載,CLP,銷貨明細折讓日、保留日及發票明細日期及保留日更改,Y
ARP905P,已下載,CLP,修改ＧＥＮＳＥＱ發票字軌年月,Y
ARQ001P100,已下載,CLP,訂單應收帳款發票查詢資料 100 年,Y
ARQ001P101,已下載,CLP,訂單應收帳款發票查詢資料 101 年,Y
ARQ001P102,已下載,CLP,訂單應收帳款發票查詢資料 102 年,Y
ARQ001P103,已下載,CLP,訂單應收帳款發票查詢資料 103 年,Y
ARQ001P104,已下載,CLP,訂單應收帳款發票查詢資料 104 年,Y
ARQ001P105,已下載,CLP,訂單應收帳款發票查詢資料 105 年,Y
ARQ001P106,已下載,CLP,訂單應收帳款發票查詢資料 106 年,Y
ARQ001P107,已下載,CLP,訂單應收帳款發票查詢資料 107 年,Y
ARQ001P109,已下載,CLP,訂單應收帳款發票查詢資料 109 年,Y
ARQ001P95,已下載,CLP,訂單應收帳款發票查詢資料 95 年,Y
ARQ001P98,已下載,CLP,訂單應收帳款發票查詢資料 94 年,Y
ARQ001P99,已下載,CLP,訂單應收帳款發票查詢資料 99 年,Y
ARQ017P,已下載,CLP,發票別出貨明細查詢─ＦＯＲ型鋼,Y
ARQ017P1,已下載,CLP,發票別出貨明細查詢─ＦＯＲ型鋼,Y
ARQ018P,已下載,CLP,銷貨折讓發票資料查詢,Y
ARR001P,已下載,CLP,列印請款單  0240101 S00CCH,Y
